3.840,0.961,0.590,-1.520,2.075,0.456,1.037,0.217
3.860,1.001,0.596,-1.499,2.014,0.308,1.007,0.152
3.880,1.040,0.600,-1.480,1.951,0.158,0.975,0.081
3.900,1.078,0.600,-1.461,1.885,0.006,0.943,0.003
3.920,1.114,0.597,-1.443,1.818,-0.145,0.909,-0.079
3.940,1.149,0.591,-1.425,1.747,-0.295,0.874,-0.167
3.960,1.183,0.582,-1.409,1.675,-0.444,0.837,-0.259
3.980,1.215,0.570,-1.393,1.600,-0.591,0.800,-0.353
4.000,1.245,0.556,-1.377,1.524,-0.734,0.762,-0.449
4.020,1.274,0.538,-1.363,1.445,-0.874,0.723,-0.544
4.040,1.301,0.518,-1.349,1.365,-1.010,0.683,-0.637
4.060,1.327,0.495,-1.337,1.283,-1.140,0.642,-0.726
4.080,1.351,0.470,-1.325,1.200,-1.265,0.600,-0.812
4.100,1.373,0.442,-1.313,1.114,-1.383,0.557,-0.893
4.120,1.394,0.412,-1.303,1.028,-1.495,0.514,-0.968
4.140,1.413,0.380,-1.294,0.940,-1.598,0.470,-1.039
4.160,1.430,0.346,-1.285,0.851,-1.694,0.426,-1.105
4.180,1.445,0.311,-1.278,0.761,-1.781,0.381,-1.167
4.200,1.458,0.274,-1.271,0.670,-1.860,0.335,-1.225
4.220,1.470,0.235,-1.265,0.578,-1.929,0.289,-1.280
4.240,1.479,0.195,-1.260,0.486,-1.988,0.243,-1.331
4.260,1.487,0.154,-1.256,0.392,-2.037,0.196,-1.381
4.280,1.493,0.113,-1.253,0.299,-2.076,0.149,-1.428
4.300,1.497,0.071,-1.251,0.205,-2.104,0.102,-1.474
4.320,1.500,0.028,-1.250,0.110,-2.122,0.055,-1.519
4.340,1.500,-0.014,-1.250,0.016,-2.129,0.008,-1.563
4.360,1.498,-0.057,-1.251,-0.079,-2.126,-0.039,-1.608
4.380,1.495,-0.099,-1.253,-0.173,-2.112,-0.087,-1.653
4.400,1.490,-0.141,-1.255,-0.267,-2.087,-0.134,-1.698
4.420,1.482,-0.182,-1.259,-0.361,-2.051,-0.181,-1.745
4.440,1.473,-0.222,-1.263,-0.455,-2.005,-0.227,-1.794
4.460,1.462,-0.261,-1.269,-0.547,-1.949,-0.274,-1.845
4.480,1.449,-0.298,-1.275,-0.640,-1.884,-0.320,-1.898
4.500,1.435,-0.335,-1.283,-0.731,-1.809,-0.365,-1.955
4.520,1.418,-0.369,-1.291,-0.821,-1.724,-0.411,-2.015
4.540,1.400,-0.402,-1.300,-0.911,-1.631,-0.455,-2.080
4.560,1.380,-0.432,-1.310,-0.999,-1.530,-0.499,-2.149
4.580,1.359,-0.461,-1.321,-1.086,-1.421,-0.543,-2.223
4.600,1.335,-0.487,-1.332,-1.171,-1.305,-0.586,-2.302
4.620,1.310,-0.511,-1.345,-1.256,-1.182,-0.628,-2.386
4.640,1.283,-0.532,-1.358,-1.338,-1.054,-0.669,-2.475
4.660,1.255,-0.550,-1.373,-1.419,-0.920,-0.709,-2.566
4.680,1.225,-0.566,-1.388,-1.498,-0.781,-0.749,-2.661
4.700,1.193,-0.578,-1.403,-1.575,-0.639,-0.788,-2.756
4.720,1.160,-0.588,-1.420,-1.650,-0.493,-0.825,-2.851
4.740,1.126,-0.595,-1.437,-1.723,-0.345,-0.862,-2.944
4.760,1.090,-0.599,-1.455,-1.794,-0.195,-0.897,-3.033
4.780,1.050,-0.600,-1.475,-2.015,-0.041,-1.008,-3.121
4.800,1.008,-0.597,-1.496,-2.092,0.135,-1.046,3.077
4.820,0.965,-0.591,-1.518,-2.166,0.311,-1.083,2.999
4.840,0.920,-0.581,-1.540,-2.237,0.485,-1.119,2.928
4.860,0.874,-0.568,-1.563,-2.305,0.655,-1.152,2.865
4.880,0.826,-0.552,-1.587,-2.369,0.822,-1.184,2.807
4.900,0.778,-0.532,-1.611,-2.430,0.984,-1.215,2.757
4.920,0.728,-0.509,-1.636,-2.487,1.141,-1.243,2.712
4.940,0.677,-0.483,-1.661,-2.540,1.290,-1.270,2.672
4.960,0.625,-0.455,-1.687,-2.590,1.432,-1.295,2.636
4.980,0.573,-0.423,-1.714,-2.636,1.566,-1.318,2.606
5.000,0.519,-0.390,-1.740,-2.678,1.690,-1.339,2.579
5.020,0.465,-0.354,-1.768,-2.716,1.805,-1.358,2.555
5.040,0.410,-0.315,-1.795,-2.750,1.909,-1.375,2.535
5.060,0.354,-0.275,-1.823,-2.781,2.001,-1.390,2.518
5.080,0.298,-0.234,-1.851,-2.807,2.082,-1.403,2.503
5.100,0.241,-0.191,-1.879,-2.828,2.151,-1.414,2.491
5.120,0.185,-0.147,-1.908,-2.846,2.207,-1.423,2.482
5.140,0.127,-0.102,-1.936,-2.860,2.250,-1.430,2.475
5.160,0.070,-0.056,-1.965,-2.869,2.280,-1.435,2.470
5.180,0.012,-0.010,-1.994,-2.874,2.296,-1.437,2.467
5.200,-0.045,0.036,-2.023,-2.875,2.299,-1.438,2.467
5.220,-0.102,0.081,-2.051,-2.853,2.274,-1.426,2.469
5.240,-0.159,0.126,-2.079,-2.821,2.231,-1.411,2.473
5.260,-0.214,0.170,-2.107,-2.786,2.176,-1.393,2.478
5.280,-0.269,0.212,-2.135,-2.748,2.111,-1.374,2.486
5.300,-0.323,0.253,-2.162,-2.706,2.036,-1.353,2.497
5.320,-0.377,0.292,-2.188,-2.662,1.951,-1.331,2.509
5.340,-0.429,0.329,-2.214,-2.615,1.858,-1.308,2.524
5.360,-0.480,0.364,-2.240,-2.566,1.758,-1.283,2.541
5.380,-0.530,0.397,-2.265,-2.515,1.651,-1.257,2.561
5.400,-0.580,0.428,-2.290,-2.473,1.546,-1.237,2.583
5.420,-0.629,0.457,-2.314,-2.437,1.438,-1.218,2.608
5.440,-0.677,0.483,-2.338,-2.397,1.323,-1.199,2.637
5.460,-0.724,0.507,-2.362,-2.354,1.201,-1.177,2.670
5.480,-0.770,0.529,-2.385,-2.309,1.074,-1.154,2.706
5.500,-0.815,0.547,-2.408,-2.260,0.940,-1.130,2.747
5.520,-0.859,0.563,-2.430,-2.209,0.802,-1.104,2.793
5.540,-0.902,0.577,-2.451,-2.155,0.661,-1.077,2.844
5.560,-0.944,0.587,-2.472,-2.098,0.515,-1.049,2.901
5.580,-0.985,0.594,-2.493,-2.038,0.367,-1.019,2.963
5.600,-1.025,0.599,-2.512,-1.976,0.218,-0.988,3.032
5.620,-1.063,0.600,-2.531,-1.912,0.067,-0.956,3.107
5.640,-1.100,0.598,-2.550,-1.845,-0.084,-0.922,-3.096
5.660,-1.135,0.594,-2.568,-1.776,-0.235,-0.888,-3.010
5.680,-1.169,0.586,-2.585,-1.704,-0.385,-0.852,-2.920
5.700,-1.202,0.575,-2.601,-1.630,-0.532,-0.815,-2.826
5.720,-1.233,0.562,-2.617,-1.555,-0.677,-0.777,-2.731
5.740,-1.263,0.545,-2.631,-1.477,-0.819,-0.738,-2.635
5.760,-1.291,0.526,-2.645,-1.397,-0.956,-0.699,-2.542
5.780,-1.317,0.504,-2.658,-1.316,-1.089,-0.658,-2.450
5.800,-1.342,0.480,-2.671,-1.233,-1.216,-0.617,-2.363
5.820,-1.364,0.453,-2.682,-1.149,-1.337,-0.574,-2.281
5.840,-1.386,0.424,-2.693,-1.063,-1.451,-0.531,-2.203
5.860,-1.405,0.393,-2.703,-0.975,-1.558,-0.488,-2.130
5.880,-1.423,0.360,-2.711,-0.887,-1.657,-0.443,-2.062
5.900,-1.439,0.325,-2.719,-0.797,-1.748,-0.399,-1.999
5.920,-1.453,0.289,-2.727,-0.707,-1.830,-0.353,-1.939
5.940,-1.465,0.250,-2.733,-0.615,-1.902,-0.307,-1.883
5.960,-1.476,0.211,-2.738,-0.523,-1.965,-0.261,-1.831
5.980,-1.484,0.171,-2.742,-0.430,-2.019,-0.215,-1.781
6.000,-1.491,0.130,-2.746,-0.336,-2.062,-0.168,-1.732
6.020,-1.496,0.088,-2.748,-0.242,-2.094,-0.121,-1.686
6.040,-1.499,0.045,-2.749,-0.148,-2.116,-0.074,-1.641
6.060,-1.500,0.003,-2.750,-0.053,-2.128,-0.027,-1.596
6.080,-1.499,-0.040,-2.750,0.041,-2.129,0.021,-1.552
6.100,-1.496,-0.082,-2.748,0.135,-2.119,0.068,-1.507
6.120,-1.492,-0.124,-2.746,0.230,-2.098,0.115,-1.462
6.140,-1.485,-0.165,-2.743,0.324,-2.067,0.162,-1.415
6.160,-1.477,-0.206,-2.739,0.417,-2.025,0.209,-1.368
6.180,-1.467,-0.245,-2.733,0.510,-1.973,0.255,-1.318
6.200,-1.455,-0.284,-2.727,0.603,-1.911,0.301,-1.265
6.220,-1.441,-0.320,-2.720,0.695,-1.840,0.347,-1.210
6.240,-1.425,-0.356,-2.713,0.785,-1.759,0.393,-1.151
6.260,-1.408,-0.389,-2.704,0.875,-1.669,0.438,-1.088
6.280,-1.388,-0.420,-2.694,0.964,-1.571,0.482,-1.021
6.300,-1.367,-0.450,-2.684,1.051,-1.465,0.526,-0.949
6.320,-1.345,-0.477,-2.672,1.137,-1.352,0.569,-0.871
6.340,-1.320,-0.501,-2.660,1.222,-1.232,0.611,-0.789
6.360,-1.294,-0.524,-2.647,1.305,-1.106,0.653,-0.703
6.380,-1.266,-0.543,-2.633,1.387,-0.974,0.693,-0.612
6.400,-1.237,-0.560,-2.619,1.467,-0.837,0.733,-0.519
6.420,-1.206,-0.574,-2.603,1.545,-0.696,0.772,-0.423
6.440,-1.174,-0.585,-2.587,1.621,-0.552,0.810,-0.328
6.460,-1.140,-0.593,-2.570,1.695,-0.404,0.847,-0.234
6.480,-1.104,-0.598,-2.552,1.766,-0.255,0.883,-0.143
6.500,-1.068,-0.600,-2.534,1.836,-0.104,0.918,-0.057
6.520,-1.027,-0.599,-2.513,2.058,0.057,1.029,0.028
6.540,-0.984,-0.594,-2.492,2.134,0.233,1.067,0.109
6.560,-0.940,-0.586,-2.470,2.206,0.408,1.103,0.183
6.580,-0.894,-0.574,-2.447,2.275,0.580,1.138,0.250
6.600,-0.847,-0.559,-2.424,2.341,0.749,1.170,0.310
6.620,-0.799,-0.541,-2.400,2.403,0.913,1.202,0.363
6.640,-0.750,-0.520,-2.375,2.462,1.072,1.231,0.411
6.660,-0.700,-0.495,-2.350,2.517,1.225,1.258,0.453
6.680,-0.648,-0.468,-2.324,2.568,1.370,1.284,0.490
6.700,-0.596,-0.438,-2.298,2.616,1.508,1.308,0.523
6.720,-0.543,-0.405,-2.271,2.660,1.636,1.330,0.552
6.740,-0.489,-0.370,-2.244,2.700,1.755,1.350,0.577
6.760,-0.434,-0.333,-2.217,2.736,1.864,1.368,0.598
6.780,-0.379,-0.293,-2.189,2.768,1.962,1.384,0.617
6.800,-0.323,-0.252,-2.161,2.795,2.048,1.398,0.632
6.820,-0.267,-0.210,-2.133,2.819,2.122,1.410,0.645
6.840,-0.210,-0.166,-2.105,2.839,2.184,1.419,0.656
6.860,-0.153,-0.122,-2.076,2.854,2.233,1.427,0.664
6.880,-0.095,-0.076,-2.048,2.865,2.268,1.433,0.670
6.900,-0.038,-0.030,-2.019,2.872,2.291,1.436,0.673
6.920,0.020,0.016,-1.990,2.875,2.300,1.438,0.675
6.940,0.077,0.061,-1.962,2.866,2.288,1.433,0.674
6.960,0.134,0.106,-1.933,2.836,2.251,1.418,0.671
6.980,0.190,0.150,-1.905,2.802,2.202,1.401,0.666
7.000,0.245,0.193,-1.878,2.765,2.141,1.383,0.659
7.020,0.299,0.235,-1.850,2.725,2.070,1.363,0.650
7.040,0.353,0.274,-1.823,2.682,1.990,1.341,0.638
7.060,0.406,0.312,-1.797,2.636,1.901,1.318,0.625
7.080,0.458,0.349,-1.771,2.588,1.804,1.294,0.609
7.100,0.508,0.383,-1.746,2.538,1.699,1.269,0.590
7.120,0.558,0.414,-1.721,2.488,1.591,1.244,0.569
7.140,0.607,0.444,-1.696,2.453,1.487,1.227,0.545
7.160,0.655,0.472,-1.672,2.415,1.375,1.208,0.518
7.180,0.703,0.497,-1.649,2.374,1.256,1.187,0.487
7.200,0.749,0.519,-1.625,2.329,1.131,1.165,0.452
7.220,0.795,0.539,-1.602,2.282,1.000,1.141,0.413
7.240,0.840,0.557,-1.580,2.232,0.864,1.116,0.369
7.260,0.883,0.571,-1.558,2.179,0.724,1.090,0.321
7.280,0.926,0.583,-1.537,2.124,0.580,1.062,0.267
7.300,0.967,0.591,-1.516,2.065,0.433,1.033,0.207
7.320,1.007,0.597,-1.496,2.004,0.284,1.002,0.141
7.340,1.046,0.600,-1.477,1.941,0.134,0.970,0.069
7.360,1.084,0.599,-1.458,1.875,-0.017,0.937,-0.009
7.380,1.120,0.596,-1.440,1.807,-0.168,0.903,-0.093
7.400,1.154,0.590,-1.423,1.736,-0.318,0.868,-0.181
7.420,1.188,0.580,-1.406,1.663,-0.467,0.832,-0.274
7.440,1.219,0.568,-1.390,1.589,-0.613,0.794,-0.368
7.460,1.250,0.553,-1.375,1.512,-0.756,0.756,-0.464
7.480,1.278,0.535,-1.361,1.433,-0.896,0.717,-0.559
7.500,1.305,0.514,-1.347,1.352,-1.030,0.676,-0.651
7.520,1.331,0.491,-1.335,1.270,-1.160,0.635,-0.740
7.540,1.354,0.466,-1.323,1.186,-1.284,0.593,-0.825
7.560,1.377,0.438,-1.312,1.101,-1.401,0.551,-0.905
7.580,1.397,0.407,-1.302,1.014,-1.511,0.507,-0.980
7.600,1.415,0.375,-1.292,0.926,-1.614,0.463,-1.050
7.620,1.432,0.341,-1.284,0.837,-1.708,0.419,-1.115
7.640,1.447,0.305,-1.276,0.747,-1.794,0.373,-1.176
7.660,1.460,0.268,-1.270,0.656,-1.871,0.328,-1.234
7.680,1.471,0.229,-1.264,0.564,-1.939,0.282,-1.288
7.700,1.481,0.189,-1.260,0.471,-1.996,0.236,-1.339
7.720,1.488,0.148,-1.256,0.378,-2.044,0.189,-1.388
7.740,1.494,0.106,-1.253,0.284,-2.081,0.142,-1.435
7.760,1.498,0.064,-1.251,0.190,-2.108,0.095,-1.481
7.780,1.500,0.022,-1.250,0.095,-2.124,0.048,-1.526
7.800,1.500,-0.021,-1.250,0.001,-2.130,0.000,-1.570
